code,name,country,municipality
SURV,Pres. Gral. Óscar D. Gestido Binational Airport,UY,Rivera/Santana do Livramento
SUSO,Nueva Hesperides International Airport,UY,Salto
SUTB,Tacuarembo Airport,UY,Tacuarembo
SUTR,Treinta y Tres Airport,UY,Treinta y Tres
SUVO,Vichadero Airport,UY,Vichadero
SVAA,Araya Airport,VE,
SVAB,Antabare Airport,VE,Campamento  Arekuna
SVAC,Oswaldo Guevara Mujica Airport,VE,Acarigua
SVAD,Adícora Airport,VE,Adícora
SVAN,Anaco Airport,VE,Anaco
SVAT,San Fernando de Atabapo Airport,VE,San Fernando de Atabapo
SVBC,General José Antonio Anzoategui International Airport,VE,Barcelona
SVBI,Barinas Airport,VE,Barinas
SVBM,Jacinto Lara International Airport,VE,Barquisimeto
SVBS,Escuela Mariscal Sucre Airport,VE,Maracay
SVCB,General Tomas de Heres Airport,VE,Ciudad Bolivar
SVCD,Caicara del Orinoco Airport,VE,
SVCG,Casigua El Cubo Airport,VE,Casigua El Cubo
SVCL,Calabozo Airport,VE,Guarico
SVCN,Canaima Airport,VE,Canaima
SVCP,General Francisco Bermúdez Airport,VE,Carúpano
SVCR,José Leonardo Chirinos Airport,VE,Coro
SVCS,Caracas Óscar Machado Zuloaga International Airport,VE,Charallave
SVCU,Antonio José de Sucre Airport,VE,Cumaná
SVDP,Hato Divina Pastora Airstrip,VE,Santa Elena de Uairén
SVDS,CODSA Airstrip,VE,
SVED,El Dorado Airport,VE,Bolivar
SVEZ,Elorza Airport,VE,
SVGA,La Paragua Airport,VE,La Paragua
SVGD,Guasdualito Airport,VE,Guasdualito
SVGI,Guiria Airport,VE,
SVGU,Guanare Airport,VE,Guanare
SVHA,Ávila Heliport,VE,Caracas
SVHG,Higuerote Airport,VE,Higuerote
SVIC,Ikabaru Airport,VE,Ikabarú
SVID,Dos Mosquises Airport,VE,Isla Los Roques
SVIE,Andrés Miguel Salazar Marcano Airport,VE,Isla de Coche
SVIT,La Tortuga Punta Delgada Airport,VE,Isla La Tortuga
SVJC,Josefa Camejo International Airport,VE,Paraguaná
SVJM,San Juan de Los Morros Airport,VE,San Juan de los Morros
SVJT,Caujarito Airport,VE,
SVKA,Kavanayen Airport,VE,Kavanayén
SVKD,Fuerte Escamoto HLS,VE,Santa Elena de Uairén
SVKM,Kamarata Airport,VE,Kamarata
SVKR,Aeroservicios Ranger  HLS,VE,Tumeremo
SVLC,La Centella Airport,VE,
SVLE,La Esmeralda Airport,VE,La Esmeralda
SVLF,La Fria Airport,VE,
SVLL,El Callao Airport,VE,El Callao
SVLP,Luepa Airport,VE,Luepa
SVMA,Maripa Airport,VE,Maripa
SVMC,La Chinita International Airport,VE,Maracaibo
SVMD,Alberto Carnevalli Airport,VE,Mérida
SVMG,Del Caribe Santiago Mariño International Airport,VE,Isla Margarita
SVMI,Maiquetía Simón Bolívar International Airport,VE,Maiquetía
SVMN,Mene Grande Airport,VE,Mene Grande
SVMP,Metropolitano International Airport,VE,Ocumare del Tuy
SVMT,José Tadeo Monagas International Airport,VE,Maturín
SVMY,Mayupa Airport,VE,
SVOD,BOD Tower Helipad,VE,Valencia
SVON,Oro Negro Airport,VE,Cabimas
SVPA,Cacique Aramare Airport,VE,Puerto Ayacucho
SVPC,General Bartolome Salom International Airport,VE,Puerto Cabello
SVPE,Pedernales Airport,VE,Capure
SVPG,Pariaguán Airport,VE,Pariaguán
SVPI,Ciudad Piar Airport,VE,Ciudad Piar
SVPM,Paramillo Airport,VE,San Cristóbal
SVPP,Puerto Paez Airport,VE,Puerto Paez
SVPR,General Manuel Carlos Piar International Airport,VE,Guyana City
SVPT,Palmarito Airport,VE,Palmarito
SVPX,Paraitepuy Airstrip,VE,Paraitepuy de Ikabarú
SVQL,El Jabillal Airport,VE,
SVQS,Hato Santa Rita Airfield,VE,San Fernando de Apure
SVQT,El Terrón Airport,VE,
SVRB,Cumarebo Airport,VE,Tocópero
SVRD,El Remanso del Cinaruco Pedroc Airport,VE,Coco de Mono
SVRS,Los Roques Airport,VE,Gran Roque Island
SVSA,Juan Vicente Gómez International Airport,VE,San Antonio del Tachira
SVSB,Santa Bárbara de Barinas Airport,VE,Santa Bárbara
SVSE,Santa Elena de Uairén Airport,VE,Santa Elena de Uairén
SVSM,Santa Bárbara de Monagas Airport,VE,Punta de Mata
SVSN,Sabaneta Airport,VE,Sabaneta
SVSO,Mayor Buenaventura Vivas International Airport,VE,Santo Domingo
SVSP,Sub Teniente Nestor Arias Airport,VE,San Felipe
SVSR,San Fernando de Apure Las Flecheras National Airport,VE,San Fernando de Apure
SVST,San Tomé Airport,VE,El Tigre
SVSZ,Miguel Urdaneta Fernández Airport,VE,San Carlos del Zulia
SVTC,Tucupita Airport,VE,Tucupita
SVTM,Tumeremo Airport,VE,
SVTN,Turen Airport,VE,
SVTO,Tocomita Airport,VE,Gurí
SVUM,Uriman Airport,VE,Urimán
SVUP,Upata Airport,VE,Upata
SVUQ,Uon Quen Airport,VE,Uonquén
SVUR,Cuenca de Unare Airport,VE,"Zaraza, Guárico"
SVUY,Uruyen Airport,VE,
SVVA,Arturo Michelena International Airport,VE,Valencia
SVVG,Juan Pablo Pérez Alfonso Airport,VE,El Vigía
SVVL,Dr. Antonio Nicolás Briceño Airport,VE,Valera
SVVP,Valle de La Pascua Airport,VE,
SVWX,El Recreo Airport,VE,
SVXG,PDVSA Guaraguao Heliport,VE,Puerto La Cruz
SVXJ,José Heliport,VE,
SVXU,La Guacamaya Airport,VE,La Hoyda
SWBC,Barcelos Airport,BR,Barcelos
SWBR,Borba Airport,BR,Borba
SWCA,Carauari Airport,BR,Carauari
SWCQ,Costa Marques Airport,BR,Costa Marques
SWDM,Diamantino Airport,BR,Diamantino
SWDN,Dianópolis Airport,BR,Dianópolis
SWEI,Eirunepé Airport,BR,Eirunepé
SWEK,Canarana Airport,BR,Canarana
SWFX,São Félix do Araguaia Airport,BR,São Félix Do Araguaia
SWGI,Gurupi Airport,BR,Gurupi
SWGN,Araguaína Airport,BR,Araguaína
SWHP,Frederico Carlos Müller Airport,BR,Água Boa
SWHT,Humaitá Airport,BR,Humaitá
SWII,Ipiranga Airport,BR,Santo Antônio do Içá
SWIY,Santa Izabel do Morro Airport,BR,Cristalândia
SWJI,Fazenda Maringá Airport,BR,Baixa Grande do Ribeiro
SWJN,Juína Airport,BR,Juína
SWJU,Fazenda Mundo Novo Airport,BR,Dueré
SWJW,Jataí Airport,BR,Jataí
SWKC,Cáceres Airport,BR,Cáceres
SWKO,Danilson Municipal Airport,BR,Coari
SWKT,Catalão Airport,BR,Catalão
SWLB,Lábrea Airport,BR,Lábrea
SWLC,General Leite de Castro Airport,BR,Rio Verde
SWMW,Maués Airport,BR,Maués
SWNA,Novo Aripuanã Airport,BR,Novo Aripuanã
SWNK,Novo Campo Airport,BR,Boca do Acre
SWNQ,Niquelândia Airport,BR,Niquelândia
SWNS,Anápolis Airport,BR,Anápolis
SWOB,Fonte Boa Airport,BR,Fonte Boa
SWPI,Parintins Airport,BR,Parintins
SWPM,Pimenta Bueno Airport,BR,Pimenta Bueno
SWPQ,Fazenda Piraguassu Airport,BR,Porto Alegre do Norte
SWRA,Fazenda Bela Vista Airport,BR,Nova Monte Verde
SWRD,Chácara Rondoagro Airport,BR,Alto Garças
SWSI,Pousada Amazônia Fishing Lodge Airstrip,BR,Jacareacanga
SWSN,Fazenda São Valentim Airport,BR,Pontes e Lacerda
SWST,Bandeiras Centro Empresarial Heliport,BR,Votorantim
SWTP,Tapuruquara Airport,BR,Santa Isabel do Rio Negro
SWTS,Tangará da Serra Airport,BR,Tangará da Serra
SWTU,Fazenda Tucunaré Airport,BR,Sapezal
SWUA,São Miguel do Araguaia Airport,BR,São Miguel do Araguaia
SWVB,ICPB Heliport,BR,Porto Belo
SWVC,Vila Rica Airport,BR,Vila Rica
SWXM,Orlando Villas Boas Regional Airport,BR,Matupá
SWXV,Xavantina Airport,BR,Nova Xavantina
SYAG,Anna Regina Airport,GY,Anna Regina
SYAH,Aishalton Airport,GY,Aishalton
SYAL,Albion Airport,GY,Albion
SYAN,Annai Airport,GY,Annai
SYAP,Apoteri Airport,GY,Apoteri
SYAW,Awaruwaunau Airport,GY,Awaruwaunau
SYBE,Bemichi Airport,GY,Kumaka
SYBG,Baganara Airport.,GY,Banagara Island
SYBL,Blairmont Airport,GY,Blairmont
SYBR,Baramita Airport,GY,Baramita
SYBS,Fort Wellington Airport,GY,Bath Settlement
SYBT,Bartica A Airport,GY,Bartica
SYCJ,Cheddi Jagan International Airport,GY,Georgetown
SYEC,Eugene F. Correia International Airport,GY,Ogle
SYHC,Krishna Sankar Airport,GY,Anna Regina
SYIB,Imbaimadai Airport,GY,Imbaimadai
SYKA,Kaieteur Airport,GY,Kaieteur Falls
SYKE,Kwebana Airport,GY,
SYKK,Kurukabaru Airport,GY,Kurukabaru
SYKM,Kamarang Airport,GY,Kamarang
SYKR,Karanambo Airport,GY,Karanambo
SYKS,Karasabai Airport,GY,Karasabai
SYKT,Kato Airport,GY,Kato
SYKW,Kwakwani Airport,GY,Kwakwani
SYKZ,Konawaruk Airport,GY,Konawaruk
SYLP,Lumid Pau Airport,GY,Lumid Pau
SYLT,Lethem Airport,GY,Lethem
SYMB,Mabaruma Airport,GY,Mabaruma
SYMD,Mahdia Airport,GY,Mahdia
SYMK,Maikwak Airport,GY,Maikwak
SYMM,Monkey Mountain Airport,GY,Monkey Mountain
SYMR,Matthews Ridge Airport,GY,Matthews Ridge
SYMW,Marurawana Airport,GY,Marurawana
SYOR,Orinduik Airport,GY,Orinduik
SYPK,Port Kaituma Airport,GY,Port Kaituma
SYPM,Paramakatoi Airport,GY,Paramakatoi
SYPR,Paruima Airport,GY,Paruima
SYSC,Sand Creek Airport,GY,Sand Creek
SYSK,Skeldon Airport,GY,Skeldon
SYTW,Tassawani Airport,GY,
SYVB,Von Better Airport,GY,
SYYS,Yakishuru Airport,GY,
TAPA,V. C. Bird International Airport,AG,Osbourn
TAPB,Burton-Nibbs International Airport,AG,Codrington
TAPT,Coco Point Lodge Airstrip,AG,Coco Point
TBPB,Grantley Adams International Airport,BB,Bridgetown
TBPO,Bridgetown Heliport,BB,
TDCF,Canefield Airport,DM,Canefield
TDPD,Douglas-Charles Airport,DM,Marigot
TFFA,La Désirade Airport,GP,Grande Anse
TFFB,Basse-Terre Baillif Airport,GP,Basse-Terre
TFFC,St-François Airport,GP,St-François
TFFF,Martinique Aimé Césaire International Airport,MQ,Fort-de-France
TFFG,Grand Case-l'Espérance Airport,MF,Grand Case
TFFJ,St. Jean Airport,BL,Gustavia
TFFM,Marie-Galante Airport,GP,Grand-Bourg
TFFR,Maryse Condé International Airport,GP,Pointe-à-Pitre
TFFS,Terre-de-Haut Airport,GP,Les Saintes
TGPY,Maurice Bishop International Airport,GD,Saint George's
TGPZ,Lauriston Airport,GD,Carriacou Island
TIST,Cyril E. King Airport,VI,Charlotte Amalie
TISX,Henry E. Rohlsen Airport,VI,Christiansted
TJAB,Antonio Nery Juarbe Pol Airport,PR,Arecibo
TJBQ,Rafael Hernández International Airport,PR,Aguadilla
TJCP,Benjamin Rivera Noriega Airport,PR,Culebra
TJIG,Fernando Luis Ribas Dominicci Airport,PR,San Juan
TJMZ,Eugenio Maria De Hostos Airport,PR,Mayaguez
TJPS,Mercedita International Airport,PR,Ponce
TJRV,José Aponte de la Torre Airport,PR,Ceiba
TJSJ,Luis Munoz Marin International Airport,PR,San Juan
TJVQ,Antonio Rivera Rodriguez Airport,PR,Vieques
TKPK,Robert L. Bradshaw International Airport,KN,Basseterre
TKPN,Vance W. Amory International Airport,KN,Charlestown
TLPC,George F. L. Charles Airport,LC,Castries
TLPL,Hewanorra International Airport,LC,Vieux Fort
TNCA,Queen Beatrix International Airport,AW,Oranjestad
TNCB,Flamingo International Airport,BQ,Kralendijk
TNCC,Hato International Airport,CW,Willemstad
TNCE,F. D. Roosevelt Airport,BQ,Oranjestad
TNCM,Princess Juliana International Airport,SX,Sint Maarten
TNCS,Juancho E. Yrausquin Airport,BQ,Zion's Hill
TQPF,Clayton J. Lloyd International Airport,AI,The Valley
TRPG,John A. Osborne Airport,MS,Gerald's Park
TTCP,A.N.R. Robinson International Airport,TT,Scarborough
TTPP,Piarco International Airport,TT,Port of Spain
TUPA,Captain Auguste George Airport,VG,Anegada
TUPG,Virgin Gorda North Sound Water Aerodrome,VG,Virgin Gorda
TUPJ,Terrance B. Lettsome International Airport,VG,Beef Island
TUPW,Virgin Gorda Airport,VG,Spanish Town
TVSA,Argyle International Airport,VC,Kingstown
TVSB,J F Mitchell Airport,VC,Bequia
TVSC,Canouan Airport,VC,Canouan
TVSM,Mustique Airport,VC,Lovell
TVSU,Union Island International Airport,VC,Union Island
TXKF,L.F. Wade International Airport,BM,Hamilton
UAAA,Almaty International Airport,KZ,Almaty
UAAH,Balkhash Airport,KZ,Balkhash
UAAL,Usharal Airport,KZ,Usharal
UAAR,Boralday Airport,KZ,Boralday
UAAT,Taldykorgan Airport,KZ,Taldykorgan
UACC,Nursultan Nazarbayev International Airport,KZ,Astana
UACK,Kokshetau International Airport,KZ,Kokshetau
UACP,Petropavl International Airport,KZ,Petropavl
UADD,Taraz International Airport,KZ,Taraz
UAII,Shymkent International Airport,KZ,Shymkent
UAIT,Hazrat Sultan International Airport,KZ,Turkıstan
UAKD,Zhezkazgan National Airport,KZ,Zhezkazgan
UAKK,Sary-Arka Airport,KZ,Karaganda
UAOL,Baikonur Krayniy International Airport,KZ,Baikonur
UAON,Yubileyniy Airfield,KZ,Töretam
UAOO,Korkyt Ata International Airport,KZ,Kyzylorda
UARR,Manshuk Mametova International Airport,KZ,Uralsk
UASB,Ekibastuz Airport,KZ,Ekibastuz
UASK,Oskemen International Airport,KZ,Ust-Kamenogorsk (Oskemen)
UASP,Pavlodar International Airport,KZ,Pavlodar
UASS,Semei International Airport,KZ,Semey
UASU,Urzhar Airport,KZ,Urzhar
UASZ,Zaysan Airport,KZ,Zaysan
UATA,Aralsk Airport,KZ,Aralsk
UATE,Aktau International Airport,KZ,Aktau
UATG,Atyrau International Airport,KZ,Atyrau
UATT,Aktobe International Airport,KZ,Aktobe
UAUR,Arkalyk North Airport,KZ,Arkalyk
UAUU,Kostanay International Airport,KZ,Kostanay
UBBB,Heydar Aliyev International Airport,AZ,Baku
UBBC,Çilov Heliport,AZ,Çilov
UBBF,Fuzuli International Airport,AZ,Fuzuli
UBBG,Ganja International Airport,AZ,Ganja
UBBH,Khachmaz Airport,AZ,Khachmaz
UBBI,Nasosnaya Air Base,AZ,Sumqayit
UBBL,Lankaran International Airport,AZ,Lankaran
UBBM,Hajigabul Kazı Magomed Airport,AZ,Hajigabul
UBBN,Nakhchivan International Airport,AZ,Nakhchivan
UBBP,Pirallahı Heliport,AZ,Pirallahı
UBBQ,Gabala International Airport,AZ,Gabala
UBBS,Khojaly Airport,AZ,Khojaly
UBBY,Zaqatala International Airport,AZ,Zaqatala
UBEE,Yevlakh Airport,AZ,Yevlakh
UBEI,Shaki Airport,AZ,Shaki
UBEN,Naftalan Airport,AZ,Naftalan
UBEY,Agjabedi Airport,AZ,Agjabedi
UBLC,Lachin International Airport,AZ,Lachin
UBLL,Güzdək Military Airport,AZ,Lökbatan
UBTT,Zabrat Airport,AZ,Zabrat
UCFB,Batken Airport,KG,Batken
UCFD,Jalal-Abad Airport,KG,Jalal-Abad
UCFK,Karakol International Airport,KG,Karakol
UCFL,Issyk-Kul International Airport,KG,Tamchy
UCFM,Manas International Airport,KG,Bishkek
UCFO,Osh International Airport,KG,Osh
UCFR,Razzakov Airport,KG,Isfana
UDCK,Syunik Airport,AM,Kapan
UDSG,Shirak International Airport,AM,Gyumri
UDYZ,Zvartnots International Airport,AM,Yerevan
UEBB,Batagay Airport,RU,Batagay
UEBS,Sakkyryr Airport,RU,Batagay-Alyta
UEBT,Ust-Kuyga Airport,RU,Ust-Kuyga
UECT,Talakan Airport,RU,Talakan Oil Field
UEEA,Aldan Airport,RU,Aldan
UEEE,Platon Oyunsky Yakutsk International Airport,RU,Yakutsk
UELL,Chulman Airport,RU,Neryungri
UEMA,Moma Airport,RU,Khonuu
UEMH,Typliy Klyuch Airport,RU,Khandyga
UEMM,Magan Airport,RU,Magan
UEMO,Olyokminsk Airport,RU,Olyokminsk
UEMT,Ust-Nera Airport,RU,Ust-Nera
UEMU,Ust-Maya Airport,RU,Ust-Maya
UENI,Verkhnevilyuisk Airport,RU,Verkhnevilyuisk
UENN,Nyurba Airport,RU,Nyurba
UENS,Suntar Airport,RU,Suntar
UENW,Vilyuisk Airport,RU,Vilyuisk
UERL,Lensk Airport,RU,Lensk
UERO,Olenyok Airport,RU,Olenyok
UERP,Polyarny Airport,RU,Yakutia
UERR,Mirny Airport,RU,Mirny
UERS,Saskylakh Airport,RU,Saskylakh
UESG,Belaya Gora Airport,RU,Belaya Gora
UESK,Srednekolymsk Airport,RU,Srednekolymsk
UESO,Chokurdakh Airport,RU,Chokurdah
UESS,Cherskiy Airport,RU,Cherskiy
UEST,Tiksi Airport,RU,Tiksi
UESU,Zyryanka Airport,RU,Zyryanka
UEVV,Zhigansk Airport,RU,Zhigansk
UGAM,Ambrolauri Airport,GE,Ambrolauri
UGGT,Telavi Kurdgelauri Airport,GE,Telavi
UGKO,David the Builder Kutaisi International Airport,GE,Kopitnari
UGMS,Mestia Queen Tamar Airport,GE,Mestia
UGSA,Natakhtari Airfield,GE,Natakhtari
UGSB,Alexander Kartveli Batumi International Airport,GE,Batumi
UGSS,Vladislav Ardzinba Sukhum International Airport,GE,Sukhumi
UGTB,Tbilisi International Airport,GE,Tbilisi
UHBB,Ignatyevo Airport,RU,Blagoveschensk
UHBP,Ekimchan Airport,RU,Ekimchan
UHBW,Tynda Airport,RU,Tynda
UHHH,Khabarovsk Novy Airport,RU,Khabarovsk
UHHO,Troitskoye Airport,RU,Troitskoye
UHKG,Kamenny Ruchey Naval Air Base,RU,Sovetskaya Gavan
UHKK,Komsomolsk-on-Amur Airport,RU,Komsomolsk-on-Amur
UHKM,Sovetskaya Gavan (Maygatka) Airport,RU,Sovetskaya Gavan
UHMA,Ugolny Yuri Ryktheu Airport,RU,Anadyr
UHMD,Provideniya Bay Airport,RU,Chukotka
UHMI,Mys Shmidta Airport,RU,Mys Shmidta
UHMK,Keperveem Airport,RU,Keperveem
UHML,Lavrentiya Airport,RU,Lavrentiya
UHMM,Sokol Airport,RU,Magadan
UHMN,Omolon Airport,RU,Omolon
UHMO,Markovo Airport,RU,Markovo
UHMP,Pevek Airport,RU,Apapelgino
UHMR,Beringovskiy Airport,RU,Beringovsky
UHMS,Seymchan Airport,RU,Seymchan
UHMW,Severo-Evensk Airport,RU,Evensk
UHNB,Bogorodskoye Airport,RU,Bogorodskoye
UHNN,Nikolayevsk-na-Amure Airport,RU,Nikolayevsk-na-Amure Airport
UHOO,Okhotsk Airport,RU,Okhotsk
UHPA,Ust-Pakhachi Airport,RU,Ust-Pakhachi
UHPD,Ossora Airport,RU,Ossora
UHPK,Ust'-Kamchatsk Airport,RU,Ust'-Kamchatsk (Krutoberegovo)
UHPM,Milkovo Airport,RU,Milkovo
UHPP,Yelizovo Airport,RU,Petropavlovsk-Kamchatsky
UHPU,Ust-Khayryuzovo Airport,RU,Ust-Khayryuzovo
UHSB,Burevestnik Airport,RU,Kurilsk
UHSH,Okha Airport,RU,Okha
UHSI,Iturup Airport,RU,Kurilsk
UHSK,Shakhtyorsk Airport,RU,Shakhtyorsk
UHSM,Yuzhno-Kurilsk Mendeleyevo Airport,RU,Yuzhno-Kurilsk
UHSN,Nogliki Airport,RU,Nogliki
UHSO,Zonalnoye Airport,RU,Tymovskoye
UHSS,Yuzhno-Sakhalinsk International Airport,RU,Yuzhno-Sakhalinsk
UHTG,Amgu Airport,RU,Amgu
UHWP,Plastun Airport,RU,Plastun
UHWW,Vladivostok International Airport,RU,Artyom
UIAA,Chita-Kadala International Airport,RU,Chita
UIBB,Bratsk Airport,RU,Bratsk
UIII,Irkutsk International Airport,RU,Irkutsk
UIKB,Bodaybo Airport,RU,Bodaybo
UIKE,Yerbogachen Airport,RU,Erbogachen
UIKK,Kirensk Airport,RU,Kirensk
UINN,Nizhneudinsk Airport,RU,Nizhneudinsk
UITT,Ust-Kut Airport,RU,Ust-Kut
UIUU,Baikal International Airport,RU,Ulan Ude
UKBA,Oleksandriya Helicopter Base,UA,Oleksandriya
UKBB,Boryspil International Airport,UA,Boryspil
UKCK,Kramatorsk Airport,UA,Kramatorsk
UKCM,Mariupol International Airport,UA,Mariupol
UKDB,Berdyansk Airport,UA,Berdyansk
UKDD,Dnipro International Airport,UA,Dnipro
UKDE,Zaporizhzhia International Airport,UA,Zaporizhia
UKDR,Kryvyi Rih International Airport,UA,Kryvyi Rih
UKFB,Sevastopol International Airport / Belbek Air Base,UA,Sevastopol
UKFF,Simferopol International Airport,UA,Simferopol
UKFK,Kerch Airport,UA,Kerch
UKFP,Yukharina Balka Airfield,UA,Sevastopol
UKHH,Kharkiv International Airport,UA,Kharkiv
UKHP,Suprunovka Airport,UA,Poltava
UKHS,Sumy Airport,UA,Sumy
UKKA,Kacha Air Base,UA,Kacha
UKKE,Cherkasy International Airport,UA,Cherkasy
UKKG,Kirovograd Airport,UA,Kirovograd
UKKV,Zhytomyr Airport,UA,Zhytomyr
UKLC,Lutsk Airport,UA,Lutsk
UKLH,Khmelnytskyi Airport,UA,Khmelnytskyi
UKLI,Ivano-Frankivsk International Airport,UA,Ivano-Frankivsk
UKLL,Lviv International Airport,UA,Lviv
UKLN,Chernivtsi International Airport,UA,Chernivtsi
UKLR,Rivne International Airport,UA,Rivne
UKLT,Ternopil International Airport,UA,Ternopil
UKLU,Uzhhorod International Airport,UA,Uzhhorod
UKMN,Kosino Spa Resort Airfield,UA,Koson'
UKOH,Kherson International Airport,UA,Kherson
UKOO,Odesa International Airport,UA,Odesa
UKWW,Vinnytsia/Gavyryshivka International Airport,UA,Vinnitsa
ULAA,Talagi Airport,RU,Archangelsk
ULAL,Leshukonskoye Airport,RU,Leshukonskoye
ULAM,Naryan Mar Airport,RU,Naryan Mar
ULDD,Amderma Airport,RU,Amderma
ULDW,Varandey Airport,RU,Varandey
ULER,Kharuta Airport,RU,Kharuta
ULKK,Kotlas Airport,RU,Kotlas
ULLI,Pulkovo Airport,RU,St. Petersburg
ULLK,Krechevitsy Air Base,RU,Novgorod
ULMM,Emperor Nicholas II Murmansk Airport,RU,Murmansk
ULOL,Velikiye Luki Airport,RU,Velikiye Luki
ULOO,Princess Olga Pskov International Airport,RU,Pskov
ULPB,Petrozavodsk Airport,RU,Petrozavodsk
ULPP,Peski Airfield,RU,Petrozavodsk
ULSY,Sivoritsy Airfield,RU,Gatchina
ULWC,Cherepovets Airport,RU,Cherepovets
ULWU,Velikiy Ustyug Airport,RU,Velikiy Ustyug
ULWW,Vologda Airport,RU,Vologda
UMBB,Brest International Airport,BY,Brest
UMGG,Gomel Airport,BY,Gomel
UMII,Vitebsk Vostochny Airport,BY,Vitebsk
UMKK,Khrabrovo Airport,RU,Kaliningrad
UMLI,Minsk Machulishchy Air Base,BY,Minsk
UMMG,Hrodna Airport,BY,Hrodna
UMMS,Minsk National Airport,BY,Minsk
UMOO,Mogilev Airport,BY,Mogilev
UNAA,Abakan International Airport,RU,Abakan
UNBB,Barnaul Gherman Titov International Airport,RU,Barnaul
UNBG,Gorno-Altaysk Airport,RU,Gorno-Altaysk
UNEE,Alexei Leonov Kemerovo International Airport,RU,Kemerovo
UNII,Yeniseysk Airport,RU,Yeniseysk
UNIP,Podkamennaya Tunguska Airport,RU,Bor
UNIT,Tura Mountain Airport,RU,Tura
UNKL,Krasnoyarsk International Airport,RU,Krasnoyarsk
UNKS,Achinsk Airport,RU,Achinsk
UNKY,Kyzyl Airport,RU,Kyzyl
UNNT,Novosibirsk Tolmachevo Airport,RU,Novosibirsk
UNOO,Omsk Central Airport,RU,Omsk
UNSS,Strezhevoy Airport,RU,Strezhevoy
UNTT,Tomsk Kamov Airport,RU,Tomsk
UNWW,Spichenkovo Airport,RU,Novokuznetsk
UODD,Dikson Airport,RU,Dikson
UODN,Nagurskoye Airfield,RU,Alexandra Land
UODS,Sredniy Island Air Base,RU,Khatanga
UOHH,Khatanga Airport,RU,Khatanga
UOII,Igarka Airport,RU,Igarka
UOOO,Alykel International Airport,RU,Norilsk
UOTT,Turukhansk Airport,RU,Turukhansk
URKA,Anapa Vityazevo Airport,RU,Krasnyi Kurgan
URKG,Gelendzhik Airport,RU,Gelendzhik
URKK,Krasnodar Pashkovsky International Airport,RU,Krasnodar
URMG,Akhmat Kadyrov Grozny International Airport,RU,Grozny
URML,Makhachkala Uytash International Airport,RU,Makhachkala
URMM,Mineralnye Vody Airport,RU,Mineralnyye Vody
URMN,Nalchik Airport,RU,Nalchik
URMO,Vladikavkaz Beslan International Airport,RU,Beslan
URMS,Magas Airport,RU,Sunzha
URMT,Stavropol Shpakovskoye Airport,RU,Stavropol
URRP,Platov International Airport,RU,Rostov-on-Don
URRT,Taganrog Yuzhny Airport,RU,Taganrog
URSS,Sochi International Airport,RU,Sochi
URWA,Astrakhan Narimanovo Boris M. Kustodiev International Airport,RU,Astrakhan
URWI,Elista Airport,RU,Elista
URWW,Volgograd International Airport,RU,Volgograd
USCC,Kurchatov Chelyabinsk International Airport,RU,Chelyabinsk
USCM,Magnitogorsk International Airport,RU,Magnitogorsk
USDA,Sabetta International Airport,RU,Sabetta
USDB,Bovanenkovo Airport,RU,Bovanenkovo
USDD,Salekhard Airport,RU,Salekhard
USDK,Mys Kamenny Airport,RU,Mys Kamennyi
USDP,Krasnoselkup Airport,RU,Krasnoselkup
USDS,Tarko-Sale Airport,RU,Tarko-Sale
USDU,Urengoy Airport,RU,Urengoy
USHH,Khanty Mansiysk Airport,RU,Khanty-Mansiysk
USHI,Igrim Airport,RU,
USHK,Kondinskoye Airport,RU,Kondinskoye
USHL,Lugovoy Airport,RU,Lugovoy
USHN,Nyagan Airport,RU,Nyagan
USHQ,Beloyarskiy Airport,RU,
USHS,Sovetskiy Airport,RU,Sovetskiy
USHU,Uray Airport,RU,Uray
USII,Izhevsk Airport,RU,Izhevsk
USKK,Pobedilovo Airport,RU,Kirov
USMM,Nadym Airport,RU,Nadym
USMU,Novy Urengoy Airport,RU,Novy Urengoy
USNN,Nizhnevartovsk Airport,RU,Nizhnevartovsk
USPP,Perm International Airport,RU,Perm
USRK,Kogalym International Airport,RU,Kogalym
USRN,Nefteyugansk Airport,RU,Nefteyugansk
USRO,Noyabrsk Airport,RU,Noyabrsk
USRR,Surgut International Airport,RU,Surgut
USSS,Koltsovo Airport,RU,Yekaterinburg
USTO,Tobolsk Airport,RU,Tobolsk
USTR,Roshchino International Airport,RU,Tyumen
USUU,Kurgan Airport,RU,Kurgan
UTAA,Ashgabat International Airport,TM,Ashgabat
UTAE,Kerki Airport,TM,Kerki
UTAK,Turkmenbaşy International Airport,TM,Turkmenbaşy
UTAM,Mary International Airport,TM,Mary
UTAN,Balkanabat International Airport,TM,Balkanabat
UTAT,Dashoguz International Airport,TM,Daşoguz
UTAV,Türkmenabat International Airport,TM,Türkmenabat
UTDD,Dushanbe International Airport,TJ,Dushanbe
UTDK,Kulob International Airport,TJ,Kulob
UTDL,Khujand International Airport,TJ,Khujand
UTDT,Bokhtar International Airport,TJ,Bokhtar
UUBA,Kostroma Sokerkino Airport,RU,Kostroma
UUBC,Grabtsevo Airport,RU,Kaluga
UUBI,Ivanovo South Airport,RU,Ivanovo
UUBK,Staroselye Airport,RU,Rybinsk
UUBP,Bryansk International Airport,RU,Bryansk
UUBS,Smolensk South Airport,RU,Smolensk
UUBW,Zhukovsky International Airport,RU,Moscow
